paper_index,authors,title
7EDF05AB,alexandros labrinidis + jie xu,Replication-Aware Query Processing in Large-Scale Distributed Information Systems
7F054A51,leslie lamport + k mani chandy,Distributed snapshots: determining global states of distributed systems
NE33598,"m. bawa, r. j. bayardo jr, r. agrawal",privacy-preserving indexing of documents on the network
NE33596,s. padmanabhan,multi-dimensional clustering: a new data layout scheme in db2
NE33595,n/a,weblink
7F3A350E,joseph w yoder + jeffrey barcalow,Architectural Patterns for Enabling Application Security
7CE6F84B,piergiorgio bertoli + annapaola marconi + paolo traverso + marco pistore,Automated synthesis of composite BPEL4WS Web services
8168BF1D,georg gottlob + reinhard pichler + christoph koch,XPath processing in a nutshell
7D7F25EE,amit marathe + nick koudas + sudipto guha + divesh srivastava,Merging the results of approximate match operations
814E5BD8,changtao qu + wolfgang nejdl,Interacting the Edutella/JXTA peer-to-peer network with Web services
8058DB99,jun zhang + dimitris papadias + nikos mamoulis + yufei tao,An efficient cost model for optimization of nearest neighbor search in low and medium dimensional spaces
7FB72BF0,mohamed f mokbel,Towards Privacy-Aware Location-Based Database Servers
7DD14BF3,kobbi nissim + irit dinur,Revealing information while preserving privacy
8134D444,vladlen koltun + christos h papadimitriou,Approximately dominating representatives
01867B4F,sihem ameryahia + y l xu + divesh srivastava + mary fernandez,PIX: A System for Phrase Matching in XML Documents
62ADC102,theodosios pavlidis,Algorithms for graphics and image processing
7FE96850,il hong suh + jaehyun kim + frank chunghoon rhee,Convex-set-based fuzzy clustering
6C55CB6F,moises goldszmidt + nir friedman + dan geiger,Bayesian Network Classifiers
NE36357,"g, h. demiroz, a. govenir, and n. liter",learning differential diagnosis of eryhemato-squamous diseases using voting feature intervals
7AB96DAD,michael o rabin,"Efficient dispersal of information for security, load balancing, and fault tolerance"
77424020,h v jagadish + christos faloutsos + king ip lin,The TV-tree: an index structure for high-dimensional data
7FB36959,johannes gehrke + venkatesh ganti + raghu ramakrishnan,RainForest—A Framework for Fast Decision Tree Construction of Large Datasets
5CD3DF27,dharmendra s modha + nimrod megiddo,Outperforming LRU with an adaptive replacement cache
7A040CBD,sheldon j finkelstein + mario schkolnick + paolo tiberio,Physical database design for relational databases
5CDAB8BA,mohamed ali + walid g aref + mohamed f mokbel + ahmed k elmagarmid + ibrahim kamel + abdelsalam helal + ranjan bose,Nile-PDT: a phenomenon detection and tracking framework for data stream management systems
8057AFE2,min wang + lipyeow lim + jeffrey scott vitter,SASH: a self-adaptive histogram set for dynamically changing workloads
016118AA,guido proietti + adriano di pasquale + enrico nardelli,An RP* Extension with Almost Constant Amortized Costs
5A5B497F,jim gray + andreas reuter,Transaction Processing: Concepts and Techniques
59006472,laks v s lakshmanan + sailaja parthasarathy,On Efficient Matching of Streaming XML Documents and Queries
815CD2AF,taher h haveliwala,Topic-sensitive PageRank
7FA74803,ming xiong + kamyiu lam + song han,A deferrable scheduling algorithm for real-time transactions maintaining data freshness
NE11904,"m. ester, h. kriegel, j. sander, x. xu",a density bsed algorithm for discovering clusters in large spatial databases with noise
NE11907,"wang, k, tay, s.h.w, liu and b",interestingness-based interval merger for numeric association rules
7B4B9552,pierreolivier amblard + pierre borgnat + patrick flandrin,Stochastic discrete scale invariance
78381778,thomas ziebermayr + stefan probst,Web service authorization framework
7A314820,philip dart + justin zobel,Phonetic string matching: lessons from information retrieval
0A429CD2,sumit roy + bing jiang + kenneth p fishkin + matthai philipose,I Sense a Disturbance in the Force: Unobtrusive Detection of Interactions with RFID-tagged Objects
8112F4E7,wangchien lee + julian winter,KPT: a dynamic KNN query processing algorithm for location-aware sensor networks
7F384551,dale kaiser + peter d karp + pedro romero + jonathan wagg + m l green + markus krummenacker,Computational prediction of human metabolic pathways from the complete human genome
7668401C,michael collins,"Three generative, lexicalised models for statistical parsing"
5E0E7ACD,ian horrocks,The FaCT System
75356CBF,persi diaconis + kenneth s brown,Random walks and hyperplane arrangements
7EBE38CA,jens lechtenborger + gottfried vossen + stefano rizzi + matteo golfarelli,Schema versioning in data warehouses: enabling cross-version querying via schema augmentation
77E5EF8C,vana kalogeraki + demetrios zeinalipouryazti + dimitrios gunopulos,Exploiting locality for scalable information retrieval in peer-to-peer networks
7A5DA934,rodney w johnson + john e shore,Axiomatic derivation of the principle of maximum entropy and the principle of minimum cross-entropy
7E3E6E2D,fabrizio sebastiani,Machine learning in automated text categorization
78AF8BCA,mauricio a hernandez + salvatore j stolfo,The merge/purge problem for large databases
7EF3C679,bernard w silverman,Density estimation for statistics and data analysis
7FA85B69,himanshu gupta + inderpal singh mumick,Incremental maintenance of aggregate and outerjoin expressions
5EC23EF4,abraham bernstein + mark h klein,Searching for Services on the Semantic Web Using Process Ontologies
80E2B287,stephen soderland,Learning Information Extraction Rules for Semi-Structured and Free Text
75A19828,ebru ersan + alazel acheson + jose a blakeley + honggang zhang + christian kleinerman + beysim sezgin + jun fang + peter carlin + r venkatesh + mason k bendixen + balaji rathakrishnan + xiaowei jiang + gideon schaller,Hosting the .NET Runtime in Microsoft SQL server
77561862,serge abiteboul + neoklis polyzotis + karl schnaitter + tova milo,COLT: continuous on-line tuning
80306819,bertram ludascher + terence critchlow + anne h h ngu + shawn bowers,Enabling ScientificWorkflow Reuse through Structured Composition of Dataflow and Control-Flow
59F7D916,giovanni maria sacco + mario schkolnick,A Mechanism for Managing the Buffer Pool in a Relational Database System Using the Hot Set Model
7F852B1D,minos garofalakis + rajeev rastogi + sumit ganguly,Processing data-stream join aggregates using skimmed sketches
NE4531,Bingsheng He+Qiong Luo+Byron Choi,Cache-Conscious Automata for XML Filtering
78AE24BE,claudio esperanca + gisli r hjaltason + frantisek brabec + hanan samet + frank dale morgan + houman alborzi + egemen tanin,Use of the SAND spatial browser for digital government applications
5D510A88,gary e bolton + elena katok + axel ockenfels,How Effective are Online Reputation Mechanisms?
77140A5B,brad karp + phillip b gibbons + yan ke + srinivasan seshan + suman nath,IrisNet: an architecture for a worldwide sensor Web
7B867AED,takashi kanai + hiromasa suzuki,Approximate shortest path on a polyhedral surface based on selective refinement of the discrete graph and its applications
NE35266,"v. p. braganholo, s. b. davidson, and c. a. heuser",from xml view updates to relational view updates: old solution to a new problem
NE36089,c. m. christensen and m. e. raynor the innovator's solution: creating and sustaining successful growth,harvard business school press
NE35262,"a. u. tansel, j. clifford, s. k. gadia, a. segev, and r. t. snodgrass",temporal databases: theory
592AF091,jennifer widom + arvind arasu,Resource sharing in continuous sliding-window aggregates
NE36083,"b.-w. chang, d. ungar",animation: from
NE36082,n/a,weblink
NE36081,n/a,weblink
NE36087,j. tidwell,designing interfaces
NE36086,weblink,acm transactions on accessible computing
7C990713,sumit ganguly + phillip b gibbons + avi silberschatz + yossi matias,Bifocal sampling for skew-resistant join size estimation
NE34026,ibm,xml generator
NE34025,j. clark,the expat xml parser
NE34024,"y. chen, s. b. davidson, and y. zheng",an efficient xpath streaming processor
6632290,p s rao + bongki moon,Approximate Tree Pattern Counts over Streaming Labeled Trees
7E366ABF,anastassia ailamaki + miron livny + yannis ioannidis,Scientific workflow management by database management
NE36554,"v. plachouras, b. he, and i. ounis",university of glasgow at trec2004: experiments in web
7C5B6B4E,anupam gupta + francis zane,Counting inversions in lists
NE36556,"i. podnar, m. rajman, t. luu, f. klemm, and k. aberer","beyond, term"
5DB34068,miron livny + raghu ramakrishnan + praveen seshadri,The Design and Implementation of a Sequence Database System
NE36550,"f. m. cuenca-acuna, c. peery, r. p. martin, and t. d. nguyen",planetp: using gossiping to build
091D3750,jeanjulien aucouturier + fran ois pachet,Improving Timbre Similarity : How high's the sky ?
7EAC7DD0,david j dewitt + jignesh m patel,Partition based spatial-merge join
NE35190,"y.n.law, c.r.luo, h.wang, and c.zaniol",atlas: a turing complete extension of sql for data mining applications and streams
NE35191,pub. l,107-204
NE35192,"t. hartman, foley & lardner llp",the cost of being public in the era of sarbanes-oxley
NE35193,financial executives international (fei,sarbanes-oxley compliance costs exceed estimates
NE35194,n/a,cfr parts 210
NE35195,committee of sponsoring organizations of the treadway commission,internal control - integrated framework
NE35196,n/a,pcaob accounting standard no
NE35197,material weakness. and .deficiency,are defined
NE35199,canadian institute of chartered accountants,continuous auditing research report
7B655617,quan wang + ralf rantzau + bernhard mitschang + leonard shapiro,Algorithms and applications for universal quantification in relational databases
5D27904C,amr el abbadi + hakan ferhatosmanoglu + divyakant agrawal + i stanoi,Constrained Nearest Neighbor Queries
7C88C788,raphael rom + ariel orda,Shortest-path and minimum-delay algorithms in networks with time-dependent edge-length
06BDCD93,gustavo alonso + c mohan,Workflow Management Systems: The Next Generation Of Distributed Processing Tools
7698751A,wencang zhao + p j phillips + rama chellappa + a rosenfeld,Face recognition: A literature survey
NE36648,d. burleson,new developments in oracle data warehousing
7EA3EFF7,steve lawrence + c lee giles + michelangelo diligenti + frans coetzee + marco gori,Focused Crawling Using Context Graphs
5B9DC74B,donald b rubin + roderick j a little,Statistical analysis with missing data (second edition)
6D0B944F,cui tao + david w embley + stephen w liddle,Automatically Extracting Ontologically Specified Data from HTML Tables of Unknown Structure
7DA7D466,jiawei han + xifeng yan,CloseGraph: mining closed frequent graph patterns
81742B82,s sudarshan + soumen chakrabarti + varun kacholia + shashank pandit + r l desai + hrishikesh karambelkar,Bidirectional expansion for keyword search on graph databases
80D4EAC8,alan halverson + f naughton + david j dewitt + jennifer l beckmann,A Comparison of C-Store and Row-Store in a Common Framework
7DBC1F8C,mangala gowri nanda + satish chandra + vivek sarkar,Decentralizing execution of composite web services
76B21AD1,daniel leifker + nick roussopoulos,Direct spatial search on pictorial databases using packed R-trees
811BEB07,vipul kashyap + i budak arpinar + amit p sheth,"Relationships at the Heart of Semantic Web: Modeling, Discovering, and Exploiting Complex Semantic Relationships"
622F0AA5,frank olken + doron rotem,Maintenance of materialized views of sampling queries
NE31024,weblink,gnutella
NE31026,weblink,kazaa
5E86F9F2,judith masthoff,The Pursuit of Satisfaction: Affective State in Group Recommender Systems
NE31023,weblink,freenet
739CB575,george kollios + marios hadjieleftheriou + dimitrios gunopulos + vassilis j tsotras,Efficient Indexing of Spatiotemporal Objects
NE31028,weblink,limewire
7D4F2C0D,maurice a w houtsma + arun n swami,Set-oriented data mining in relational databases
7AD3FB14,makoto nagao + le viet hao + takashi matsuyama,A file organization for geographic information systems based on spatial proximity
